SIM G1 G2 G3 G4 G5 G6 G7 G8 G9 G10
SIM411 GCF_000307125.1_cds_from_genomic.fna.gz GCF_008244705.1_cds_from_genomic.fna.gz GCF_000724795.2_cds_from_genomic.fna.gz GCF_001576595.1_cds_from_genomic.fna.gz GCF_001895825.1_cds_from_genomic.fna.gz GCF_004847345.1_cds_from_genomic.fna.gz GCF_002951555.1_cds_from_genomic.fna.gz GCF_001752925.1_cds_from_genomic.fna.gz GCF_002812925.1_cds_from_genomic.fna.gz GCF_002954205.1_cds_from_genomic.fna.gz
SIM412 GCF_008761515.1_cds_from_genomic.fna.gz GCF_003999665.1_cds_from_genomic.fna.gz GCF_002753935.1_cds_from_genomic.fna.gz GCF_000007825.1_cds_from_genomic.fna.gz GCF_000317895.1_cds_from_genomic.fna.gz GCF_002089035.2_cds_from_genomic.fna.gz GCF_002996945.1_cds_from_genomic.fna.gz GCF_002633845.1_cds_from_genomic.fna.gz GCF_001975405.1_cds_from_genomic.fna.gz GCF_000510305.1_cds_from_genomic.fna.gz
SIM413 GCF_001941885.1_cds_from_genomic.fna.gz GCF_900489565.1_cds_from_genomic.fna.gz GCF_000023665.1_cds_from_genomic.fna.gz GCF_002996665.1_cds_from_genomic.fna.gz GCF_010365505.1_cds_from_genomic.fna.gz GCF_001690095.1_cds_from_genomic.fna.gz GCF_002786465.1_cds_from_genomic.fna.gz GCF_002201835.1_cds_from_genomic.fna.gz GCF_000292485.1_cds_from_genomic.fna.gz GCF_012934695.1_cds_from_genomic.fna.gz
SIM414 GCF_000165465.1_cds_from_genomic.fna.gz GCF_002947575.1_cds_from_genomic.fna.gz GCF_003112145.1_cds_from_genomic.fna.gz GCF_000478825.2_cds_from_genomic.fna.gz GCF_005954605.1_cds_from_genomic.fna.gz GCF_001901045.1_cds_from_genomic.fna.gz GCF_003697205.1_cds_from_genomic.fna.gz GCF_001507065.1_cds_from_genomic.fna.gz GCF_003019015.1_cds_from_genomic.fna.gz GCF_001027005.1_cds_from_genomic.fna.gz
SIM415 GCF_003099975.1_cds_from_genomic.fna.gz GCF_005707595.1_cds_from_genomic.fna.gz GCF_002892855.1_cds_from_genomic.fna.gz GCF_000829135.1_cds_from_genomic.fna.gz GCF_011045275.1_cds_from_genomic.fna.gz GCF_001516225.2_cds_from_genomic.fna.gz GCF_009944725.1_cds_from_genomic.fna.gz GCF_002880635.1_cds_from_genomic.fna.gz GCF_003004175.1_cds_from_genomic.fna.gz GCF_001890245.1_cds_from_genomic.fna.gz
SIM416 GCF_008124245.1_cds_from_genomic.fna.gz GCF_000828595.1_cds_from_genomic.fna.gz GCF_006517035.1_cds_from_genomic.fna.gz GCF_001513615.1_cds_from_genomic.fna.gz GCF_008619075.1_cds_from_genomic.fna.gz GCF_000018385.1_cds_from_genomic.fna.gz GCF_004154285.1_cds_from_genomic.fna.gz GCF_001454845.1_cds_from_genomic.fna.gz GCF_000091645.1_cds_from_genomic.fna.gz GCF_002215135.1_cds_from_genomic.fna.gz
SIM417 GCF_004193755.1_cds_from_genomic.fna.gz GCF_001045795.2_cds_from_genomic.fna.gz GCF_004119595.1_cds_from_genomic.fna.gz GCF_001183725.2_cds_from_genomic.fna.gz GCF_002761015.1_cds_from_genomic.fna.gz GCF_009664455.1_cds_from_genomic.fna.gz GCF_900637995.1_cds_from_genomic.fna.gz GCF_006969245.1_cds_from_genomic.fna.gz GCF_003425715.1_cds_from_genomic.fna.gz GCF_003193745.1_cds_from_genomic.fna.gz
SIM418 GCF_002249955.1_cds_from_genomic.fna.gz GCF_003716875.1_cds_from_genomic.fna.gz GCF_005221725.1_cds_from_genomic.fna.gz GCF_000018105.1_cds_from_genomic.fna.gz GCF_003718495.1_cds_from_genomic.fna.gz GCF_000009605.1_cds_from_genomic.fna.gz GCF_009912635.1_cds_from_genomic.fna.gz GCF_002192495.1_cds_from_genomic.fna.gz GCF_011306175.1_cds_from_genomic.fna.gz GCF_003950275.1_cds_from_genomic.fna.gz
SIM419 GCF_000470865.1_cds_from_genomic.fna.gz GCF_000017065.1_cds_from_genomic.fna.gz GCF_001039415.1_cds_from_genomic.fna.gz GCF_003290365.1_cds_from_genomic.fna.gz GCF_002214665.1_cds_from_genomic.fna.gz GCF_000012705.1_cds_from_genomic.fna.gz GCF_001021955.1_cds_from_genomic.fna.gz GCF_000392455.3_cds_from_genomic.fna.gz GCF_001953695.1_cds_from_genomic.fna.gz GCF_000171795.2_cds_from_genomic.fna.gz
SIM420 GCF_004332555.2_cds_from_genomic.fna.gz GCF_001547715.1_cds_from_genomic.fna.gz GCF_006517035.1_cds_from_genomic.fna.gz GCF_000800275.1_cds_from_genomic.fna.gz GCF_900637035.1_cds_from_genomic.fna.gz GCF_011064285.1_cds_from_genomic.fna.gz GCF_005161325.1_cds_from_genomic.fna.gz GCF_009739985.1_cds_from_genomic.fna.gz GCF_000590635.1_cds_from_genomic.fna.gz GCF_009769095.1_cds_from_genomic.fna.gz
SIM421 GCF_003717835.1_cds_from_genomic.fna.gz GCF_001296965.1_cds_from_genomic.fna.gz GCF_000270025.1_cds_from_genomic.fna.gz GCF_001741665.1_cds_from_genomic.fna.gz GCF_001951295.1_cds_from_genomic.fna.gz GCF_000236475.1_cds_from_genomic.fna.gz GCF_002090215.1_cds_from_genomic.fna.gz GCF_001922225.1_cds_from_genomic.fna.gz GCF_007843535.1_cds_from_genomic.fna.gz GCF_000015765.1_cds_from_genomic.fna.gz
SIM422 GCF_900476445.1_cds_from_genomic.fna.gz GCF_003641305.1_cds_from_genomic.fna.gz GCF_000807395.2_cds_from_genomic.fna.gz GCF_001022035.1_cds_from_genomic.fna.gz GCF_010706455.1_cds_from_genomic.fna.gz GCF_001870185.1_cds_from_genomic.fna.gz GCF_005890115.1_cds_from_genomic.fna.gz GCF_000380325.1_cds_from_genomic.fna.gz GCF_009763825.1_cds_from_genomic.fna.gz GCF_001515725.1_cds_from_genomic.fna.gz
SIM423 GCF_003018695.1_cds_from_genomic.fna.gz GCF_001900945.1_cds_from_genomic.fna.gz GCF_000195855.1_cds_from_genomic.fna.gz GCF_900636145.1_cds_from_genomic.fna.gz GCF_001635875.1_cds_from_genomic.fna.gz GCF_003855195.1_cds_from_genomic.fna.gz GCF_003612715.1_cds_from_genomic.fna.gz GCF_003994695.1_cds_from_genomic.fna.gz GCF_001433435.1_cds_from_genomic.fna.gz GCF_004101425.1_cds_from_genomic.fna.gz
SIM424 GCF_000007645.1_cds_from_genomic.fna.gz GCF_003691445.1_cds_from_genomic.fna.gz GCF_003095675.1_cds_from_genomic.fna.gz GCF_012050385.1_cds_from_genomic.fna.gz GCF_000967285.1_cds_from_genomic.fna.gz GCF_008330745.1_cds_from_genomic.fna.gz GCF_003717875.1_cds_from_genomic.fna.gz GCF_003443755.1_cds_from_genomic.fna.gz GCF_005890175.1_cds_from_genomic.fna.gz GCF_001887575.1_cds_from_genomic.fna.gz
SIM425 GCF_002073555.2_cds_from_genomic.fna.gz GCF_001708525.1_cds_from_genomic.fna.gz GCF_002997005.1_cds_from_genomic.fna.gz GCF_004119695.1_cds_from_genomic.fna.gz GCF_000755785.1_cds_from_genomic.fna.gz GCF_000016105.1_cds_from_genomic.fna.gz GCF_002968715.1_cds_from_genomic.fna.gz GCF_008824125.1_cds_from_genomic.fna.gz GCF_001544955.1_cds_from_genomic.fna.gz GCF_003037615.2_cds_from_genomic.fna.gz
SIM426 GCF_000959205.1_cds_from_genomic.fna.gz GCF_007726565.1_cds_from_genomic.fna.gz GCF_001548135.1_cds_from_genomic.fna.gz GCF_003031245.1_cds_from_genomic.fna.gz GCF_003852335.1_cds_from_genomic.fna.gz GCF_000604125.1_cds_from_genomic.fna.gz GCF_000294695.2_cds_from_genomic.fna.gz GCF_003950255.1_cds_from_genomic.fna.gz GCF_002191355.1_cds_from_genomic.fna.gz GCF_002787545.1_cds_from_genomic.fna.gz
SIM427 GCF_003856675.1_cds_from_genomic.fna.gz GCF_009866745.1_cds_from_genomic.fna.gz GCF_000085225.1_cds_from_genomic.fna.gz GCF_900231475.1_cds_from_genomic.fna.gz GCF_006969245.1_cds_from_genomic.fna.gz GCF_001457495.1_cds_from_genomic.fna.gz GCF_001577795.1_cds_from_genomic.fna.gz GCF_001643275.2_cds_from_genomic.fna.gz GCF_003402915.1_cds_from_genomic.fna.gz GCF_000834985.1_cds_from_genomic.fna.gz
SIM428 GCF_003609895.1_cds_from_genomic.fna.gz GCF_002761515.1_cds_from_genomic.fna.gz GCF_000016805.1_cds_from_genomic.fna.gz GCF_002850095.1_cds_from_genomic.fna.gz GCF_001018685.2_cds_from_genomic.fna.gz GCF_002716965.2_cds_from_genomic.fna.gz GCF_902459825.1_cds_from_genomic.fna.gz GCF_003020765.1_cds_from_genomic.fna.gz GCF_002211965.1_cds_from_genomic.fna.gz GCF_001746675.1_cds_from_genomic.fna.gz
SIM429 GCF_002105735.1_cds_from_genomic.fna.gz GCF_001996365.2_cds_from_genomic.fna.gz GCF_000013505.1_cds_from_genomic.fna.gz GCF_000494385.3_cds_from_genomic.fna.gz GCF_001900775.1_cds_from_genomic.fna.gz GCF_002109405.1_cds_from_genomic.fna.gz GCF_002446975.1_cds_from_genomic.fna.gz GCF_009884355.1_cds_from_genomic.fna.gz GCF_000511895.1_cds_from_genomic.fna.gz GCF_009671045.1_cds_from_genomic.fna.gz
SIM430 GCF_003346835.1_cds_from_genomic.fna.gz GCF_000439755.1_cds_from_genomic.fna.gz GCF_000292445.1_cds_from_genomic.fna.gz GCF_001999065.1_cds_from_genomic.fna.gz GCF_000237865.1_cds_from_genomic.fna.gz GCF_002953175.1_cds_from_genomic.fna.gz GCF_000195875.1_cds_from_genomic.fna.gz GCF_000020265.1_cds_from_genomic.fna.gz GCF_001448705.2_cds_from_genomic.fna.gz GCF_002007705.1_cds_from_genomic.fna.gz
SIM431 GCF_002214285.1_cds_from_genomic.fna.gz GCF_006517135.1_cds_from_genomic.fna.gz GCF_003815795.1_cds_from_genomic.fna.gz GCF_000092045.1_cds_from_genomic.fna.gz GCF_003432285.1_cds_from_genomic.fna.gz GCF_009763405.1_cds_from_genomic.fna.gz GCF_012053525.1_cds_from_genomic.fna.gz GCF_003812905.1_cds_from_genomic.fna.gz GCF_000505365.2_cds_from_genomic.fna.gz GCF_002211965.1_cds_from_genomic.fna.gz
SIM432 GCF_000284475.1_cds_from_genomic.fna.gz GCF_004759025.1_cds_from_genomic.fna.gz GCF_007107365.1_cds_from_genomic.fna.gz GCF_003003675.1_cds_from_genomic.fna.gz GCF_900474675.1_cds_from_genomic.fna.gz GCF_001874485.1_cds_from_genomic.fna.gz GCF_902509495.1_cds_from_genomic.fna.gz GCF_000590675.1_cds_from_genomic.fna.gz GCF_900639405.1_cds_from_genomic.fna.gz GCF_003515145.1_cds_from_genomic.fna.gz
SIM433 GCF_009931635.1_cds_from_genomic.fna.gz GCF_002302335.1_cds_from_genomic.fna.gz GCF_003606225.1_cds_from_genomic.fna.gz GCF_003595505.1_cds_from_genomic.fna.gz GCF_001702435.1_cds_from_genomic.fna.gz GCF_012537835.1_cds_from_genomic.fna.gz GCF_000724815.2_cds_from_genomic.fna.gz GCF_001746675.1_cds_from_genomic.fna.gz GCF_003425815.1_cds_from_genomic.fna.gz GCF_002156745.1_cds_from_genomic.fna.gz
SIM434 GCF_000166315.1_cds_from_genomic.fna.gz GCF_011066505.1_cds_from_genomic.fna.gz GCF_000833275.1_cds_from_genomic.fna.gz GCF_001806405.1_cds_from_genomic.fna.gz GCF_006364795.1_cds_from_genomic.fna.gz GCF_000835285.1_cds_from_genomic.fna.gz GCF_008642395.1_cds_from_genomic.fna.gz GCF_002741195.1_cds_from_genomic.fna.gz GCF_001620285.1_cds_from_genomic.fna.gz GCF_900475165.1_cds_from_genomic.fna.gz
SIM435 GCF_001855255.1_cds_from_genomic.fna.gz GCF_006517795.1_cds_from_genomic.fna.gz GCF_900520325.1_cds_from_genomic.fna.gz GCF_003043915.1_cds_from_genomic.fna.gz GCF_000221645.1_cds_from_genomic.fna.gz GCF_000800415.1_cds_from_genomic.fna.gz GCF_000008945.1_cds_from_genomic.fna.gz GCF_000277305.1_cds_from_genomic.fna.gz GCF_009662255.1_cds_from_genomic.fna.gz GCF_002213565.1_cds_from_genomic.fna.gz
SIM436 GCF_000597845.1_cds_from_genomic.fna.gz GCF_005160445.1_cds_from_genomic.fna.gz GCF_000582845.1_cds_from_genomic.fna.gz GCF_003019055.1_cds_from_genomic.fna.gz GCF_009363395.1_cds_from_genomic.fna.gz GCF_009912615.1_cds_from_genomic.fna.gz GCF_001901405.1_cds_from_genomic.fna.gz GCF_000969265.1_cds_from_genomic.fna.gz GCF_003939085.1_cds_from_genomic.fna.gz GCF_002302335.1_cds_from_genomic.fna.gz
SIM437 GCF_000236685.1_cds_from_genomic.fna.gz GCF_003286955.1_cds_from_genomic.fna.gz GCF_001465675.1_cds_from_genomic.fna.gz GCF_002310575.1_cds_from_genomic.fna.gz GCF_000740965.1_cds_from_genomic.fna.gz GCF_003112205.1_cds_from_genomic.fna.gz GCF_002848745.1_cds_from_genomic.fna.gz GCF_000025385.1_cds_from_genomic.fna.gz GCF_001185215.1_cds_from_genomic.fna.gz GCF_004564175.1_cds_from_genomic.fna.gz
SIM438 GCF_007833895.1_cds_from_genomic.fna.gz GCF_009648995.1_cds_from_genomic.fna.gz GCF_001655335.1_cds_from_genomic.fna.gz GCF_900635805.1_cds_from_genomic.fna.gz GCF_008086305.1_cds_from_genomic.fna.gz GCF_000952915.1_cds_from_genomic.fna.gz GCF_000191425.1_cds_from_genomic.fna.gz GCF_000441655.1_cds_from_genomic.fna.gz GCF_900639575.1_cds_from_genomic.fna.gz GCF_900324445.1_cds_from_genomic.fna.gz
SIM439 GCF_002191235.1_cds_from_genomic.fna.gz GCF_000695975.1_cds_from_genomic.fna.gz GCF_009909505.1_cds_from_genomic.fna.gz GCF_003957805.1_cds_from_genomic.fna.gz GCF_002078765.2_cds_from_genomic.fna.gz GCF_900474745.1_cds_from_genomic.fna.gz GCF_900324275.1_cds_from_genomic.fna.gz GCF_003718075.1_cds_from_genomic.fna.gz GCF_002865765.1_cds_from_genomic.fna.gz GCF_001163025.2_cds_from_genomic.fna.gz
SIM440 GCF_000486365.2_cds_from_genomic.fna.gz GCF_009664615.1_cds_from_genomic.fna.gz GCF_900638775.1_cds_from_genomic.fna.gz GCF_005931015.1_cds_from_genomic.fna.gz GCF_003003865.1_cds_from_genomic.fna.gz GCF_005155285.1_cds_from_genomic.fna.gz GCF_011466835.1_cds_from_genomic.fna.gz GCF_002078765.2_cds_from_genomic.fna.gz GCF_004124175.2_cds_from_genomic.fna.gz GCF_002447975.1_cds_from_genomic.fna.gz
SIM441 GCF_002202035.1_cds_from_genomic.fna.gz GCF_002215175.1_cds_from_genomic.fna.gz GCF_000015885.1_cds_from_genomic.fna.gz GCF_001006525.1_cds_from_genomic.fna.gz GCF_000015685.1_cds_from_genomic.fna.gz GCF_005885835.1_cds_from_genomic.fna.gz GCF_002164855.2_cds_from_genomic.fna.gz GCF_002812885.1_cds_from_genomic.fna.gz GCF_008728435.1_cds_from_genomic.fna.gz GCF_000392475.3_cds_from_genomic.fna.gz
SIM442 GCF_002859105.1_cds_from_genomic.fna.gz GCF_002633825.1_cds_from_genomic.fna.gz GCF_001051015.2_cds_from_genomic.fna.gz GCF_004154065.1_cds_from_genomic.fna.gz GCF_002222555.1_cds_from_genomic.fna.gz GCF_900120315.1_cds_from_genomic.fna.gz GCF_002386165.1_cds_from_genomic.fna.gz GCF_003949595.2_cds_from_genomic.fna.gz GCF_003855355.1_cds_from_genomic.fna.gz GCF_009769185.1_cds_from_genomic.fna.gz
SIM443 GCF_001611425.1_cds_from_genomic.fna.gz GCF_008831445.1_cds_from_genomic.fna.gz GCF_000148895.1_cds_from_genomic.fna.gz GCF_000834985.1_cds_from_genomic.fna.gz GCF_002749475.1_cds_from_genomic.fna.gz GCF_900638575.1_cds_from_genomic.fna.gz GCF_003515325.1_cds_from_genomic.fna.gz GCF_009938115.1_cds_from_genomic.fna.gz GCF_001506925.1_cds_from_genomic.fna.gz GCF_002213765.1_cds_from_genomic.fna.gz
SIM444 GCF_000952935.1_cds_from_genomic.fna.gz GCF_900475645.1_cds_from_genomic.fna.gz GCF_002174195.1_cds_from_genomic.fna.gz GCF_003368205.1_cds_from_genomic.fna.gz GCF_002290205.1_cds_from_genomic.fna.gz GCF_006165165.1_cds_from_genomic.fna.gz GCF_000739495.1_cds_from_genomic.fna.gz GCF_002073295.2_cds_from_genomic.fna.gz GCF_000974505.1_cds_from_genomic.fna.gz GCF_000264665.2_cds_from_genomic.fna.gz
SIM445 GCF_001534785.1_cds_from_genomic.fna.gz GCF_008693505.1_cds_from_genomic.fna.gz GCF_901482645.1_cds_from_genomic.fna.gz GCF_002357995.1_cds_from_genomic.fna.gz GCF_000166455.1_cds_from_genomic.fna.gz GCF_010586985.1_cds_from_genomic.fna.gz GCF_009648735.1_cds_from_genomic.fna.gz GCF_000742895.1_cds_from_genomic.fna.gz GCF_003267985.1_cds_from_genomic.fna.gz GCF_003074015.1_cds_from_genomic.fna.gz
SIM446 GCF_003718055.1_cds_from_genomic.fna.gz GCF_005885795.1_cds_from_genomic.fna.gz GCF_003032055.1_cds_from_genomic.fna.gz GCF_003194225.1_cds_from_genomic.fna.gz GCF_008370835.2_cds_from_genomic.fna.gz GCF_004101705.1_cds_from_genomic.fna.gz GCF_001660585.1_cds_from_genomic.fna.gz GCF_011304815.1_cds_from_genomic.fna.gz GCF_004319665.1_cds_from_genomic.fna.gz GCF_001623585.1_cds_from_genomic.fna.gz
SIM447 GCF_004117115.1_cds_from_genomic.fna.gz GCF_002407125.1_cds_from_genomic.fna.gz GCF_900638555.1_cds_from_genomic.fna.gz GCF_001261895.2_cds_from_genomic.fna.gz GCF_002812465.1_cds_from_genomic.fna.gz GCF_003017975.1_cds_from_genomic.fna.gz GCF_012113655.1_cds_from_genomic.fna.gz GCF_002953515.1_cds_from_genomic.fna.gz GCF_002192515.1_cds_from_genomic.fna.gz GCF_001507265.1_cds_from_genomic.fna.gz
SIM448 GCF_004028315.1_cds_from_genomic.fna.gz GCF_001766335.1_cds_from_genomic.fna.gz GCF_000934325.3_cds_from_genomic.fna.gz GCF_009866745.1_cds_from_genomic.fna.gz GCF_000012625.1_cds_from_genomic.fna.gz GCF_002208865.2_cds_from_genomic.fna.gz GCF_000742755.1_cds_from_genomic.fna.gz GCF_009363835.1_cds_from_genomic.fna.gz GCF_008245105.1_cds_from_genomic.fna.gz GCF_006970065.1_cds_from_genomic.fna.gz
SIM449 GCF_000210995.1_cds_from_genomic.fna.gz GCF_010443035.1_cds_from_genomic.fna.gz GCF_010586945.1_cds_from_genomic.fna.gz GCF_002447295.1_cds_from_genomic.fna.gz GCF_002237425.1_cds_from_genomic.fna.gz GCF_900070375.1_cds_from_genomic.fna.gz GCF_006971785.1_cds_from_genomic.fna.gz GCF_002209405.1_cds_from_genomic.fna.gz GCF_008727635.1_cds_from_genomic.fna.gz GCF_001506825.1_cds_from_genomic.fna.gz
SIM450 GCF_003934185.1_cds_from_genomic.fna.gz GCF_008330205.1_cds_from_genomic.fna.gz GCF_001953675.1_cds_from_genomic.fna.gz GCF_900639525.1_cds_from_genomic.fna.gz GCF_003325135.1_cds_from_genomic.fna.gz GCF_004801575.1_cds_from_genomic.fna.gz GCF_000019865.1_cds_from_genomic.fna.gz GCF_000685665.1_cds_from_genomic.fna.gz GCF_003590755.1_cds_from_genomic.fna.gz GCF_002234515.1_cds_from_genomic.fna.gz
SIM451 GCF_000143865.1_cds_from_genomic.fna.gz GCF_000465255.1_cds_from_genomic.fna.gz GCF_002262955.1_cds_from_genomic.fna.gz GCF_001534785.1_cds_from_genomic.fna.gz GCF_002946375.1_cds_from_genomic.fna.gz GCF_004141955.1_cds_from_genomic.fna.gz GCF_002447415.1_cds_from_genomic.fna.gz GCF_002813735.1_cds_from_genomic.fna.gz GCF_006165125.1_cds_from_genomic.fna.gz GCF_001689935.1_cds_from_genomic.fna.gz
SIM452 GCF_001900515.1_cds_from_genomic.fna.gz GCF_005931015.1_cds_from_genomic.fna.gz GCF_900119755.1_cds_from_genomic.fna.gz GCF_011045555.1_cds_from_genomic.fna.gz GCF_000014925.1_cds_from_genomic.fna.gz GCF_006364495.1_cds_from_genomic.fna.gz GCF_000010025.1_cds_from_genomic.fna.gz GCF_008727195.1_cds_from_genomic.fna.gz GCF_002197245.1_cds_from_genomic.fna.gz GCF_000970165.1_cds_from_genomic.fna.gz
SIM453 GCF_008807155.1_cds_from_genomic.fna.gz GCF_012053525.1_cds_from_genomic.fna.gz GCF_003584585.1_cds_from_genomic.fna.gz GCF_004379315.1_cds_from_genomic.fna.gz GCF_001697405.1_cds_from_genomic.fna.gz GCF_004022505.2_cds_from_genomic.fna.gz GCF_900129335.1_cds_from_genomic.fna.gz GCF_004355285.1_cds_from_genomic.fna.gz GCF_001548175.1_cds_from_genomic.fna.gz GCF_009866705.1_cds_from_genomic.fna.gz
SIM454 GCF_003073955.1_cds_from_genomic.fna.gz GCF_000818115.1_cds_from_genomic.fna.gz GCF_003547015.1_cds_from_genomic.fna.gz GCF_005221465.1_cds_from_genomic.fna.gz GCF_008831405.1_cds_from_genomic.fna.gz GCF_000012785.1_cds_from_genomic.fna.gz GCF_004135775.1_cds_from_genomic.fna.gz GCF_000346225.2_cds_from_genomic.fna.gz GCF_008807655.1_cds_from_genomic.fna.gz GCF_002095975.1_cds_from_genomic.fna.gz
SIM455 GCF_003626995.1_cds_from_genomic.fna.gz GCF_002812465.1_cds_from_genomic.fna.gz GCF_003433235.1_cds_from_genomic.fna.gz GCF_001448985.1_cds_from_genomic.fna.gz GCF_012935085.1_cds_from_genomic.fna.gz GCF_001454985.1_cds_from_genomic.fna.gz GCF_003717935.1_cds_from_genomic.fna.gz GCF_003856615.1_cds_from_genomic.fna.gz GCF_008728935.1_cds_from_genomic.fna.gz GCF_003020845.1_cds_from_genomic.fna.gz
SIM456 GCF_009729935.1_cds_from_genomic.fna.gz GCF_009295925.1_cds_from_genomic.fna.gz GCF_003571745.1_cds_from_genomic.fna.gz GCF_000742735.1_cds_from_genomic.fna.gz GCF_004848885.1_cds_from_genomic.fna.gz GCF_008534375.1_cds_from_genomic.fna.gz GCF_012225685.1_cds_from_genomic.fna.gz GCF_000008445.1_cds_from_genomic.fna.gz GCF_000260515.1_cds_from_genomic.fna.gz GCF_000404185.1_cds_from_genomic.fna.gz
SIM457 GCF_004103555.1_cds_from_genomic.fna.gz GCF_001018975.2_cds_from_genomic.fna.gz GCF_003994695.1_cds_from_genomic.fna.gz GCF_003073395.1_cds_from_genomic.fna.gz GCF_003071485.1_cds_from_genomic.fna.gz GCF_900693075.1_cds_from_genomic.fna.gz GCF_001544955.1_cds_from_genomic.fna.gz GCF_000691565.1_cds_from_genomic.fna.gz GCF_009388185.1_cds_from_genomic.fna.gz GCF_001677495.1_cds_from_genomic.fna.gz
SIM458 GCF_001922225.1_cds_from_genomic.fna.gz GCF_005931035.1_cds_from_genomic.fna.gz GCF_009720465.1_cds_from_genomic.fna.gz GCF_001901215.1_cds_from_genomic.fna.gz GCF_001890245.1_cds_from_genomic.fna.gz GCF_000250855.1_cds_from_genomic.fna.gz GCF_000320385.2_cds_from_genomic.fna.gz GCF_001163025.2_cds_from_genomic.fna.gz GCF_002952915.1_cds_from_genomic.fna.gz GCF_004087995.1_cds_from_genomic.fna.gz
SIM459 GCF_000011065.1_cds_from_genomic.fna.gz GCF_006494875.1_cds_from_genomic.fna.gz GCF_003571805.1_cds_from_genomic.fna.gz GCF_003433275.1_cds_from_genomic.fna.gz GCF_006741505.1_cds_from_genomic.fna.gz GCF_008926145.1_cds_from_genomic.fna.gz GCF_006711525.1_cds_from_genomic.fna.gz GCF_002776975.1_cds_from_genomic.fna.gz GCF_001913195.1_cds_from_genomic.fna.gz GCF_000466105.2_cds_from_genomic.fna.gz
SIM460 GCF_003798285.1_cds_from_genomic.fna.gz GCF_009912835.1_cds_from_genomic.fna.gz GCF_003718575.1_cds_from_genomic.fna.gz GCF_001647765.1_cds_from_genomic.fna.gz GCF_000688795.1_cds_from_genomic.fna.gz GCF_001433495.1_cds_from_genomic.fna.gz GCF_006739205.1_cds_from_genomic.fna.gz GCF_001753265.1_cds_from_genomic.fna.gz GCF_009759825.1_cds_from_genomic.fna.gz GCF_002860065.1_cds_from_genomic.fna.gz
SIM461 GCF_003956465.1_cds_from_genomic.fna.gz GCF_008065415.1_cds_from_genomic.fna.gz GCF_900637155.1_cds_from_genomic.fna.gz GCF_002850395.1_cds_from_genomic.fna.gz GCF_004768585.1_cds_from_genomic.fna.gz GCF_002025105.1_cds_from_genomic.fna.gz GCF_000020705.1_cds_from_genomic.fna.gz GCF_002290305.1_cds_from_genomic.fna.gz GCF_000814305.1_cds_from_genomic.fna.gz GCF_000746645.1_cds_from_genomic.fna.gz
SIM462 GCF_009939765.1_cds_from_genomic.fna.gz GCF_003966505.1_cds_from_genomic.fna.gz GCF_900478215.1_cds_from_genomic.fna.gz GCF_000271865.1_cds_from_genomic.fna.gz GCF_000934325.3_cds_from_genomic.fna.gz GCF_002446975.1_cds_from_genomic.fna.gz GCF_002951715.1_cds_from_genomic.fna.gz GCF_002945515.1_cds_from_genomic.fna.gz GCF_900636925.1_cds_from_genomic.fna.gz GCF_001360555.2_cds_from_genomic.fna.gz
SIM463 GCF_012109355.1_cds_from_genomic.fna.gz GCF_900475165.1_cds_from_genomic.fna.gz GCF_004103535.1_cds_from_genomic.fna.gz GCF_012647565.1_cds_from_genomic.fna.gz GCF_005014055.1_cds_from_genomic.fna.gz GCF_007858535.1_cds_from_genomic.fna.gz GCF_003316915.1_cds_from_genomic.fna.gz GCF_003288335.1_cds_from_genomic.fna.gz GCF_004771235.1_cds_from_genomic.fna.gz GCF_009884355.1_cds_from_genomic.fna.gz
SIM464 GCF_008124405.1_cds_from_genomic.fna.gz GCF_003443795.1_cds_from_genomic.fna.gz GCF_001672055.1_cds_from_genomic.fna.gz GCF_000600205.1_cds_from_genomic.fna.gz GCF_002853715.1_cds_from_genomic.fna.gz GCF_001676825.1_cds_from_genomic.fna.gz GCF_002078955.1_cds_from_genomic.fna.gz GCF_001506565.1_cds_from_genomic.fna.gz GCF_900186855.1_cds_from_genomic.fna.gz GCF_012272775.1_cds_from_genomic.fna.gz
SIM465 GCF_002848505.1_cds_from_genomic.fna.gz GCF_001753065.1_cds_from_genomic.fna.gz GCF_900489715.1_cds_from_genomic.fna.gz GCF_001651925.2_cds_from_genomic.fna.gz GCF_011464015.1_cds_from_genomic.fna.gz GCF_003382855.1_cds_from_genomic.fna.gz GCF_000174395.2_cds_from_genomic.fna.gz GCF_002881375.1_cds_from_genomic.fna.gz GCF_001705365.1_cds_from_genomic.fna.gz GCF_001186415.1_cds_from_genomic.fna.gz
